1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8688,0.786,0.8304,0.8688,0.8688,0.8304,0.8304,0.8688,0.6608,0.8688
0.4782,0.5258,0.7735,0.4782,0.4782,0.7735,0.7735,0.4782,0.4782,0.4782
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8688,0.8688,0.8688,0.8688,0.8539,0.8688,0.8688,0.8688,0.8539,0.8688
0.8688,1.0,1.0,1.0,0.8688,1.0,1.0,1.0,1.0,1.0
0.8539,0.8539,0.8539,0.8688,0.8539,0.8539,0.8539,0.7227,0.786,0.8539
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8688,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0656,0.107,0.1696,0.0656,0.0656,0.1696,0.1696,0.073,0.1696,0.0656
0.5952,0.7883,0.7012,0.5952,0.5952,0.7012,0.7012,0.5296,0.7469,0.5952
0.3601,0.5148,0.6399,0.6399,0.3601,0.6399,0.6399,0.5148,0.5148,0.6399
0.43,0.927,0.8304,0.893,0.43,0.8304,0.8304,0.7618,0.893,0.893
0.43,0.7618,0.7234,0.7618,0.43,0.7234,0.6844,0.7618,0.7958,0.7469
0.6608,1.0,1.0,1.0,0.5296,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4469,0.927,0.927,0.927,0.4469,0.927,0.927,0.927,0.9344,0.927
0.4586,0.4035,0.4035,0.4586,0.4586,0.4035,0.4035,0.4586,0.4778,0.4586
0.927,0.893,0.9152,0.927,0.927,0.9152,0.9152,0.7691,0.9344,0.927
0.927,0.9344,0.9344,0.927,0.927,0.9344,0.9344,0.927,0.9344,0.927
0.8496,0.7648,0.8082,0.8422,0.8422,0.8082,0.82,0.8496,0.8274,0.8422
0.5922,0.5774,0.5996,0.5922,0.5922,0.5996,0.5996,0.5922,0.5538,0.5922
0.4469,1.0,1.0,1.0,0.4469,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1461,1.0,1.0,1.0,0.1461,1.0,1.0,1.0,1.0,1.0
0.6696,0.607,0.5656,0.6696,0.6696,0.5656,0.5656,0.6696,0.5848,0.6696
0.8539,0.786,0.8539,0.8539,0.8539,0.8539,0.8539,0.8539,0.8539,0.8539
0.1312,0.6164,0.7234,0.576,0.1312,0.7234,0.7234,0.4448,0.6164,0.576
0.5258,0.7483,0.7008,0.5258,0.5258,0.7008,0.7008,0.5258,0.6597,0.5258
0.5531,1.0,1.0,1.0,0.5531,1.0,1.0,1.0,1.0,1.0
0.8304,0.8304,0.893,0.8304,0.8304,0.893,0.9152,0.8304,0.9152,0.8304
0.8274,0.82,0.82,0.8274,0.8274,0.82,0.82,0.8082,0.7574,0.8274
0.8422,0.8274,0.7574,0.8496,0.8496,0.7574,0.7574,0.8422,0.7648,0.8496
0.6622,0.4782,0.4364,0.6622,0.6622,0.4364,0.4364,0.6147,0.4887,0.6622
0.9344,0.927,0.927,0.9344,0.9344,0.927,0.927,0.8688,0.893,0.9344
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688,1.0,1.0
0.6548,0.5148,0.5148,0.6548,0.6548,0.5148,0.5148,0.6548,0.4469,0.6548
0.5459,0.6629,0.6629,0.7626,0.5459,0.6629,0.6629,0.7435,0.5754,0.7626
0.927,0.9344,0.9344,0.927,0.927,0.9344,0.9344,0.927,0.927,0.927
0.1881,0.4367,0.4367,0.1881,0.1881,0.4367,0.4367,0.1881,0.2756,0.1881
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6504,0.7766,0.6386,0.6504,0.6504,0.6386,0.6386,0.6504,0.7426,0.6504
0.6992,0.7234,0.7234,0.6992,0.6992,0.7234,0.7012,0.6992,0.5952,0.6992
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8304,1.0,1.0,1.0,0.6992,1.0,1.0,1.0,1.0,1.0
